index,client_id,volatility
0,0,437.7224804939667
1,1,548.579910644562
2,10,730.5237816517256
3,100,0.7648211005049741
4,1000,1090.0370489579004
5,10000,558.9848217023867
6,100000,333.7294457210905
7,100001,550.0361154970977
8,100002,112.5
9,100003,10826.18296076692
10,100004,388.2964039063351
11,100005,1074.717207976715
12,100006,1143.0907811685622
13,100007,110.1854267205948
14,100008,0.0
15,100009,57.721213621845905
16,10001,911.3470401778998
17,100010,584.0
18,100011,749.8041037756068
19,100012,2516.4612744726846
20,100013,559.9211741112555
21,100014,279.3333333333333
22,100015,324.54967002517014
23,100016,264.14024150577615
24,100017,2408.0083691382515
25,100018,1225.0
26,100019,2029.356856134469
27,10002,1061.9462179823504
28,100020,946.2893829586976
29,100021,6720.745849084762
30,100022,1312.4870005963533
31,100024,1506.2781051640934
32,100025,444.8196268696314
33,100026,42.29263135188761
34,100027,525.7621116624929
35,100028,648.3840609498087
36,10003,817.5323846796529
37,100030,1010.0
38,100031,413.6395225268292
39,100032,397.3281425364833
40,100033,5820.0
41,100034,750.2068812745284
42,100035,2188.0245473307004
43,100036,1123.0768730668215
44,100037,903.1583319906006
45,100038,428.6484112223311
46,10004,1001.5
47,100040,837.7446523984572
48,100041,1074.4712560513958
49,100043,51.5
50,100044,318.531978728554
51,100046,2133.885423986268
52,100047,4872.467130468916
53,100048,296.0204390790642
54,100049,3631.029808408409
55,10005,185.48102467507985
56,100050,1019.1432609183279
57,100051,2082.4776747624696
58,100052,0.0
59,100053,809.9587050584465
60,100054,657.9639449291958
61,100055,1712.8463099729847
62,100056,783.1272564495331
63,100057,8.377059875430717
64,100058,942.9593540001841
65,100059,0.0
66,10006,0.0
67,100060,331.46300085649904
68,100061,619.6078112112291
69,100062,169.18921713061476
70,100063,2452.0
71,100064,2826.152921716108
72,100065,344.5168512632387
73,100066,2216.450088392924
74,100067,498.0445900464215
75,100068,198.80154230403141
76,100069,345.8335790291547
77,10007,402.0
78,100071,578.9352432842951
79,100072,1084.7536778483015
80,100073,308.1334839677628
81,100074,327.6742542620743
82,100075,26.271448087173688
83,100076,550.7639833553278
84,100077,576.3508358591015
85,100078,671.1638378412063
86,100079,730.1635756386219
87,10008,2093.4257762229604
88,100080,146.22340343283068
89,100082,761.9386669713448
90,100083,522.2162799031319
91,100084,837.3289972351766
92,100085,714.4914436791623
93,100087,851.2265896665771
94,100089,368.7116860792809
95,10009,195.59460626510125
96,100090,471.4917052914332
97,100091,438.3536188246838
98,100092,529.2640213408449
99,100093,521.4835932224403
100,100094,627.2633041030073
101,100095,923.3333333333334
102,100096,521.7239354223112
103,100097,116.0
104,100098,428.38234304648904
105,100099,422.0
106,1001,239.28579406830877
107,10010,485.3333333333333
108,100100,311.5278138866333
109,100101,0.509125851413734
110,100102,281.3146794989879
111,100103,43.973688463221585
112,100104,328.43727539179423
113,100105,997.0106820876408
114,100106,3228.5
115,100107,150.00192837350815
116,100108,475.1793022870554
117,100109,450.65692297945935
118,10011,983.2958670427072
119,100110,445.85033046701966
120,100111,565.0666978292927
121,100112,143.79714809490454
122,100113,905.6456881382347
123,100114,445.418431583915
124,100115,164.84471983544842
125,100116,932.1688007299268
126,100117,579.3386242234434
127,100118,2930.884748471513
128,100119,250.40648297256246
129,10012,108.46622284440824
130,100120,371.5
131,100121,1091.105168044563
132,100122,731.4941705282918
133,100123,1135.8099171608978
134,100124,412.79665921784664
135,100125,596.2822584669851
136,100126,514.0553473506785
137,100127,175.4438977288654
138,100128,1581.8973079099053
139,100129,363.34785903685554
140,10013,558.5722122394632
141,100130,170.7891096830398
142,100131,851.4048239368663
143,100132,1952.5974063698357
144,100133,149.31280703967383
145,100134,1014.4364609640829
146,100135,954.9878364471174
147,100136,0.0
148,100137,288.99360997255815
149,100138,376.90758622001994
150,100139,529.475247902094
151,10014,212.88011392052277
152,100140,602.3896164443739
153,100141,655.1479574301827
154,100142,1.9868878169958764
155,100143,812.607087404432
156,100144,3437.8030408904156
157,100145,467.2979702993592
158,100146,41.489037790237866
159,100147,819.6487458224967
160,100148,533.6116339419799
161,100149,17.259674441680726
162,10015,498.72119423214497
163,100150,768.1670596149402
164,100151,624.0738693273429
165,100152,277.8005696424787
166,100153,241.86718875181083
167,100154,776.296813516765
168,100156,52.64033319311301
169,100157,3968.198279035549
170,100158,1978.9561795589657
171,100159,497.7636097462299
172,10016,42.333333333333336
173,100160,2157.7481599973526
174,100161,0.0
175,100162,67.0
176,100163,781.153847416329
177,100164,418.6768183658086
178,100165,916.1575151877988
179,100167,689.8230358447071
180,100168,948.6188205315487
181,100169,77.69393518991552
182,10017,1902.8089562562743
183,100170,598.1165727542332
184,100171,977.9019047565282
185,100172,664.8956685074735
186,100173,2331.5
187,100175,267.09196402783135
188,100176,358.5307794063194
189,100177,386.4558903651299
190,100178,1875.442394810953
191,100179,3142.913994209832
192,10018,6.0
193,100180,632.0
194,100181,91.89476328840054
195,100183,125.85838602704762
196,100184,425.3084297731249
197,100185,860.7556039439808
198,100186,686.7908821125959
199,100187,500.7033561816374
200,100188,177.69383399803638
